user_id,product_id,interaction_type,timestamp
691cd8455fee2d4ca1ba6a53,10257,like,2025-11-03T09:06:16.821000
690c09d3f6b6910c9c566d7d,10564,like,2025-11-03T09:08:17.964000
691cd8405fee2d4ca1ba6a4a,10774,purchase,2025-11-03T11:10:18.876000
691cd83f5fee2d4ca1ba6a48,10054,like,2025-11-03T11:27:17.447000
691cd83d5fee2d4ca1ba6a44,10818,cart,2025-11-03T11:40:18.684000
690bf40623150d4eec246874,10180,like,2025-11-03T11:52:18.227000
691cd8395fee2d4ca1ba6a3c,10182,purchase,2025-11-03T11:55:51.079000
691cd8365fee2d4ca1ba6a35,10674,purchase,2025-11-03T12:44:16.883000
691cd8435fee2d4ca1ba6a4f,10455,like,2025-11-03T15:09:16.946000
691cd8405fee2d4ca1ba6a49,10774,view,2025-11-03T16:23:42.107000
691cd8445fee2d4ca1ba6a50,10136,like,2025-11-03T16:54:17.510000
690c0638f6b6910c9c5547e6,10060,like,2025-11-03T18:27:19.694000
690bf40623150d4eec246b2d,10603,purchase,2025-11-03T22:44:49.630000
691cd83a5fee2d4ca1ba6a3d,10068,purchase,2025-11-04T01:56:17.257000
690c0a04f6b6910c9c567954,10712,like,2025-11-04T01:57:19.185000
690c0a04f6b6910c9c567954,10258,like,2025-11-04T01:58:19.185000
691cd8455fee2d4ca1ba6a52,10236,view,2025-11-04T02:58:49.107000
691cd8455fee2d4ca1ba6a53,10716,cart,2025-11-04T03:05:16.821000
690bf40623150d4eec246b2d,10701,cart,2025-11-04T03:42:49.630000
691cd8415fee2d4ca1ba6a4b,10565,cart,2025-11-04T05:19:49.758000
691cd8455fee2d4ca1ba6a52,10364,cart,2025-11-04T06:25:49.107000
691cd8395fee2d4ca1ba6a3b,10772,cart,2025-11-04T06:53:17.898000
691cd83c5fee2d4ca1ba6a41,10567,like,2025-11-04T08:57:50.025000
691cd83a5fee2d4ca1ba6a3e,10182,like,2025-11-04T09:43:50.409000
690bf940da9d3542e01852a9,10706,purchase,2025-11-04T14:16:18.090000
691cd8385fee2d4ca1ba6a39,10263,like,2025-11-05T02:33:50.866000
690c0907f6b6910c9c563b92,10574,view,2025-11-05T08:02:19.439000
691cd8395fee2d4ca1ba6a3b,10413,view,2025-11-05T10:08:17.898000
691cd8365fee2d4ca1ba6a36,10437,cart,2025-11-05T11:32:18.292000
691cd8425fee2d4ca1ba6a4c,10020,cart,2025-11-05T16:31:49.373000
690c070df6b6910c9c559799,10886,cart,2025-11-05T18:49:17.723000
691cd8395fee2d4ca1ba6a3c,10170,like,2025-11-05T19:09:22.107000
691cd8385fee2d4ca1ba6a3a,10791,like,2025-11-05T19:12:18.028000
691cd8365fee2d4ca1ba6a35,10056,cart,2025-11-05T20:16:16.883000
691cd83e5fee2d4ca1ba6a46,10083,like,2025-11-05T20:23:17.071000
691cd83d5fee2d4ca1ba6a44,10790,cart,2025-11-05T21:32:50.566000
690bf40623150d4eec246b2d,10638,view,2025-11-06T01:21:49.630000
690bf40623150d4eec246874,10385,cart,2025-11-06T09:55:18.227000
691cd8425fee2d4ca1ba6a4c,10249,cart,2025-11-06T14:09:49.373000
691cd83f5fee2d4ca1ba6a48,10777,cart,2025-11-06T14:11:17.447000
691cd8365fee2d4ca1ba6a36,10427,like,2025-11-06T14:54:18.292000
691cd8425fee2d4ca1ba6a4d,10727,purchase,2025-11-06T16:40:17.133000
691cd83b5fee2d4ca1ba6a40,10148,like,2025-11-06T17:05:19.633000
690bf93fda9d3542e0185275,10324,like,2025-11-06T17:27:16.745000
690c0653f6b6910c9c5550c0,10138,purchase,2025-11-06T18:10:17.011000
691cd8455fee2d4ca1ba6a53,10245,like,2025-11-06T19:31:16.821000
691cd8445fee2d4ca1ba6a51,10848,like,2025-11-06T23:26:18.165000
691cd8455fee2d4ca1ba6a52,10582,view,2025-11-07T00:54:49.107000
691cd83b5fee2d4ca1ba6a3f,10006,like,2025-11-07T05:04:51.107000
691cd8455fee2d4ca1ba6a53,10764,view,2025-11-07T06:12:16.821000
691cd8415fee2d4ca1ba6a4b,10478,view,2025-11-07T06:58:19.877000
691cd83c5fee2d4ca1ba6a42,10294,cart,2025-11-07T09:58:50.943000
691cd8375fee2d4ca1ba6a38,10046,purchase,2025-11-07T11:23:19.310000
691cd8405fee2d4ca1ba6a49,10225,purchase,2025-11-07T12:59:54.107000
691cd8395fee2d4ca1ba6a3b,10024,view,2025-11-07T14:18:17.898000
691cd8445fee2d4ca1ba6a50,10987,purchase,2025-11-07T15:03:17.510000
691cd8445fee2d4ca1ba6a50,10481,view,2025-11-07T16:59:17.510000
690c0770f6b6910c9c55b2aa,10172,cart,2025-11-07T19:14:17.579000
691cd8385fee2d4ca1ba6a3a,10599,like,2025-11-07T19:15:18.028000
691cd8425fee2d4ca1ba6a4d,10578,cart,2025-11-07T19:19:17.133000
691cd83e5fee2d4ca1ba6a46,10583,cart,2025-11-07T22:49:17.071000
691cd83c5fee2d4ca1ba6a41,10280,like,2025-11-07T23:14:50.025000
691cd83c5fee2d4ca1ba6a42,10616,cart,2025-11-07T23:22:46.107000
691cd8375fee2d4ca1ba6a37,10347,cart,2025-11-08T01:33:51.326000
691cd83e5fee2d4ca1ba6a45,10814,view,2025-11-08T03:55:49.436000
691cd83d5fee2d4ca1ba6a43,10489,view,2025-11-08T04:12:50.471000
690bf40623150d4eec246b2d,10762,view,2025-11-08T06:52:49.630000
691cd83d5fee2d4ca1ba6a44,10492,cart,2025-11-08T07:50:50.566000
690c0844f6b6910c9c56030e,10479,view,2025-11-08T08:24:16.107000
691cd8455fee2d4ca1ba6a52,10623,view,2025-11-08T08:24:49.107000
691cd83c5fee2d4ca1ba6a41,10216,like,2025-11-08T09:41:18.996000
691cd8425fee2d4ca1ba6a4c,10684,cart,2025-11-08T09:59:49.373000
691cd8435fee2d4ca1ba6a4f,10366,like,2025-11-08T14:59:16.946000
691cd8395fee2d4ca1ba6a3c,10393,like,2025-11-08T20:13:51.079000
691cfd13e945424758832bff,10457,view,2025-11-08T23:45:19.938000
691cd83b5fee2d4ca1ba6a3f,10579,like,2025-11-08T23:45:36.107000
691cd83d5fee2d4ca1ba6a44,10190,like,2025-11-09T00:45:50.566000
691cd83e5fee2d4ca1ba6a45,10150,cart,2025-11-09T04:07:49.436000
691cd8445fee2d4ca1ba6a51,10070,purchase,2025-11-09T04:51:18.165000
691cd83f5fee2d4ca1ba6a47,10656,view,2025-11-09T09:34:17.643000
691cd83f5fee2d4ca1ba6a47,10750,purchase,2025-11-09T13:00:17.642000
691cd8365fee2d4ca1ba6a35,10996,cart,2025-11-09T14:09:16.883000
691cd83c5fee2d4ca1ba6a42,10478,view,2025-11-09T20:19:21.107000
691cd83e5fee2d4ca1ba6a46,10746,cart,2025-11-09T21:53:17.071000
690c0844f6b6910c9c56030e,10361,like,2025-11-10T01:31:18.607000
691cd83f5fee2d4ca1ba6a48,10611,view,2025-11-10T05:13:17.447000
691cd8405fee2d4ca1ba6a4a,10427,cart,2025-11-10T10:45:51.016000
690c0844f6b6910c9c56030e,10219,cart,2025-11-10T11:11:18.607000
691cd8385fee2d4ca1ba6a3a,10481,like,2025-11-10T13:43:18.028000
690c09fcf6b6910c9c5677a8,10463,purchase,2025-11-10T17:16:18.359000
691cd83a5fee2d4ca1ba6a3d,10661,like,2025-11-10T17:55:17.257000
690c0844f6b6910c9c56030e,10095,purchase,2025-11-10T19:26:18.607000
690c0844f6b6910c9c56030e,10580,like,2025-11-10T22:23:51.107000
691cd8365fee2d4ca1ba6a35,10023,like,2025-11-11T04:25:16.883000
691cd8375fee2d4ca1ba6a38,10388,cart,2025-11-11T06:50:51.203000
691cd83d5fee2d4ca1ba6a44,10869,cart,2025-11-11T10:50:50.566000
691cd83b5fee2d4ca1ba6a40,10243,like,2025-11-11T11:53:51.265000
691cd83a5fee2d4ca1ba6a3e,10580,view,2025-11-11T12:28:19.057000
690bf940da9d3542e01852a9,10226,cart,2025-11-11T13:25:18.090000
691cd83e5fee2d4ca1ba6a45,10754,like,2025-11-11T18:56:18.936000
691cd8395fee2d4ca1ba6a3b,10107,purchase,2025-11-11T20:49:17.898000
691cd8455fee2d4ca1ba6a52,10152,like,2025-11-11T22:02:19.247000
690c09d3f6b6910c9c566d7d,10480,view,2025-11-12T01:11:17.964000
691cd83d5fee2d4ca1ba6a43,10587,purchase,2025-11-12T04:40:50.471000
691cd8425fee2d4ca1ba6a4d,10843,like,2025-11-12T04:58:17.133000
691cd8415fee2d4ca1ba6a4b,10719,view,2025-11-12T10:53:49.758000
691cd83b5fee2d4ca1ba6a3f,10996,like,2025-11-12T12:03:25.107000
691cd8425fee2d4ca1ba6a4c,10862,view,2025-11-12T12:11:49.373000
690bf940da9d3542e01852a9,10517,purchase,2025-11-12T15:34:18.090000
691cd83b5fee2d4ca1ba6a40,10484,purchase,2025-11-12T18:57:19.633000
691cd8435fee2d4ca1ba6a4e,10052,like,2025-11-12T22:10:50.738000
691cd83d5fee2d4ca1ba6a44,10886,view,2025-11-12T22:13:18.684000
690c0770f6b6910c9c55b2aa,10731,cart,2025-11-12T23:13:17.578000
691cd8445fee2d4ca1ba6a50,10859,like,2025-11-13T00:37:17.510000
691cd8445fee2d4ca1ba6a50,10270,like,2025-11-13T02:46:17.510000
690c07dbf6b6910c9c55de5a,10770,like,2025-11-13T06:11:17.380000
691cd83b5fee2d4ca1ba6a3f,10190,cart,2025-11-13T06:22:08.107000
691cd8395fee2d4ca1ba6a3c,10451,view,2025-11-13T07:06:51.079000
691cd8435fee2d4ca1ba6a4f,10390,purchase,2025-11-13T10:30:16.946000
690bf0f2d0c3753df0ecbdd6,10439,view,2025-11-13T11:10:42.024000
691cd8395fee2d4ca1ba6a3c,10083,cart,2025-11-13T11:30:19.562000
690c079df6b6910c9c55c53f,10423,purchase,2025-11-13T12:32:17.824000
691cd8395fee2d4ca1ba6a3b,10032,view,2025-11-13T13:41:17.898000
691cd8445fee2d4ca1ba6a50,10580,view,2025-11-13T16:28:17.510000
690c0638f6b6910c9c5547e6,10079,purchase,2025-11-13T17:17:49.564000
691cd8405fee2d4ca1ba6a49,10495,purchase,2025-11-13T19:10:18.485000
691cd8455fee2d4ca1ba6a53,10082,like,2025-11-13T19:49:16.821000
690bf40623150d4eec246874,10138,cart,2025-11-13T21:43:18.227000
691cd8425fee2d4ca1ba6a4c,10601,cart,2025-11-14T03:53:49.373000
691cd83f5fee2d4ca1ba6a48,10787,purchase,2025-11-14T04:56:17.447000
691cd83a5fee2d4ca1ba6a3d,10270,cart,2025-11-14T07:05:17.257000
691cd8455fee2d4ca1ba6a53,10366,like,2025-11-14T10:25:16.821000
690bf940da9d3542e0185462,10394,view,2025-11-14T10:32:17.194000
691cd8445fee2d4ca1ba6a50,10612,view,2025-11-14T10:36:17.510000
690bf0f2d0c3753df0ecbdd6,10861,view,2025-11-14T11:10:42.024000
691cd83e5fee2d4ca1ba6a46,10678,purchase,2025-11-14T15:21:17.071000
691cd83b5fee2d4ca1ba6a3f,10533,view,2025-11-14T16:31:19.755000
691cd8415fee2d4ca1ba6a4b,10072,cart,2025-11-14T17:15:49.758000
691cd8405fee2d4ca1ba6a49,10066,view,2025-11-14T18:43:18.485000
690c0653f6b6910c9c5550c0,10618,view,2025-11-14T19:26:17.011000
691cd83c5fee2d4ca1ba6a41,10395,like,2025-11-14T21:24:50.025000
690c09d3f6b6910c9c566d7d,10019,view,2025-11-14T21:58:17.964000
690bf40623150d4eec246874,10710,purchase,2025-11-14T23:22:18.227000
691cd83a5fee2d4ca1ba6a3d,10182,cart,2025-11-14T23:46:17.257000
691cd83e5fee2d4ca1ba6a45,10131,like,2025-11-15T00:00:49.436000
690bf40623150d4eec246874,10259,view,2025-11-15T03:39:18.227000
691cd8425fee2d4ca1ba6a4d,10631,like,2025-11-15T04:26:17.133000
690c0653f6b6910c9c5550c0,10482,purchase,2025-11-15T05:08:17.011000
691cd83c5fee2d4ca1ba6a41,10154,cart,2025-11-15T05:24:50.025000
691cd83c5fee2d4ca1ba6a41,10510,view,2025-11-15T07:24:50.025000
690bf0f2d0c3753df0ecbdd6,10859,like,2025-11-15T11:10:42.024000
690bf940da9d3542e0185462,10882,like,2025-11-15T11:24:17.194000
691cd83e5fee2d4ca1ba6a45,10303,like,2025-11-15T12:46:49.436000
691cd83e5fee2d4ca1ba6a45,10258,purchase,2025-11-15T12:51:49.436000
691cd83f5fee2d4ca1ba6a48,10763,view,2025-11-15T14:14:17.447000
691cd8445fee2d4ca1ba6a50,10149,like,2025-11-15T16:45:17.510000
691cd8435fee2d4ca1ba6a4e,10111,cart,2025-11-15T16:48:50.738000
691cd83b5fee2d4ca1ba6a3f,10831,view,2025-11-15T18:33:51.140000
691cd8445fee2d4ca1ba6a51,10054,cart,2025-11-15T18:46:18.165000
691cd8365fee2d4ca1ba6a35,10092,view,2025-11-15T18:50:16.883000
691cd8435fee2d4ca1ba6a4f,10855,cart,2025-11-15T19:40:16.946000
690bf93fda9d3542e0185275,10204,like,2025-11-15T20:27:16.745000
691cd83c5fee2d4ca1ba6a41,10807,view,2025-11-15T20:43:50.025000
691cd83e5fee2d4ca1ba6a46,10596,purchase,2025-11-15T21:51:17.071000
690c0638f6b6910c9c5547e6,10147,cart,2025-11-15T23:04:49.564000
691cd83f5fee2d4ca1ba6a47,10031,purchase,2025-11-15T23:08:17.643000
691cd8425fee2d4ca1ba6a4c,10024,like,2025-11-16T01:16:19.376000
691cd83f5fee2d4ca1ba6a47,10441,view,2025-11-16T01:35:17.642000
691cd8405fee2d4ca1ba6a49,10444,purchase,2025-11-16T03:12:18.485000
690c0844f6b6910c9c56030e,10604,like,2025-11-16T05:20:28.107000
690bf40723150d4eec246dd2,10824,view,2025-11-16T08:52:49.185000
690bf0f2d0c3753df0ecbdd6,10065,cart,2025-11-16T11:10:42.024000
690c0770f6b6910c9c55b2aa,10339,purchase,2025-11-16T12:05:17.579000
691cd8445fee2d4ca1ba6a51,10113,purchase,2025-11-16T14:34:18.165000
691cd8435fee2d4ca1ba6a4f,10267,cart,2025-11-16T17:29:16.946000
691cd8405fee2d4ca1ba6a49,10461,like,2025-11-16T19:58:13.107000
691cd8385fee2d4ca1ba6a3a,10859,view,2025-11-16T22:20:18.028000
691cd83f5fee2d4ca1ba6a47,10844,like,2025-11-16T23:26:17.642000
691cd8435fee2d4ca1ba6a4e,10187,view,2025-11-16T23:42:50.738000
691cd83a5fee2d4ca1ba6a3d,10707,cart,2025-11-17T01:31:17.257000
691cd8365fee2d4ca1ba6a36,10050,like,2025-11-17T02:43:50.115000
691cd83f5fee2d4ca1ba6a48,10242,like,2025-11-17T03:53:17.447000
690c079df6b6910c9c55c53f,10018,view,2025-11-17T04:33:17.823000
691cfd13e945424758832bff,10510,purchase,2025-11-17T04:33:19.938000
690c0653f6b6910c9c5550c0,10019,cart,2025-11-17T06:02:17.011000
691cd83f5fee2d4ca1ba6a47,10491,like,2025-11-17T06:29:17.643000
690c07dbf6b6910c9c55de5a,10575,cart,2025-11-17T07:56:17.380000
690bf0f2d0c3753df0ecbdd6,10866,purchase,2025-11-17T11:10:42.024000
691cd8415fee2d4ca1ba6a4b,10227,cart,2025-11-17T17:00:49.758000
691cd83a5fee2d4ca1ba6a3e,10669,cart,2025-11-17T17:40:50.409000
691cd8395fee2d4ca1ba6a3b,10307,cart,2025-11-17T20:02:17.898000
690bf93fda9d3542e0185275,10223,cart,2025-11-17T23:26:16.745000
691cd8455fee2d4ca1ba6a52,10858,view,2025-11-18T02:26:49.107000
691cd83f5fee2d4ca1ba6a47,10837,cart,2025-11-18T04:47:17.643000
691cd8385fee2d4ca1ba6a39,10400,view,2025-11-18T06:39:18.815000
690c07dbf6b6910c9c55de5a,10579,cart,2025-11-18T08:19:17.380000
690c0638f6b6910c9c5547e6,10424,purchase,2025-11-18T10:24:19.694000
690c09d3f6b6910c9c566d7d,10023,view,2025-11-18T11:49:17.964000
690c0770f6b6910c9c55b2aa,10093,cart,2025-11-18T13:53:17.578000
691cd83d5fee2d4ca1ba6a43,10366,view,2025-11-18T14:11:50.471000
690c070df6b6910c9c559799,10683,purchase,2025-11-18T15:49:17.723000
691cd8385fee2d4ca1ba6a39,10512,cart,2025-11-18T16:41:50.866000
690c09fcf6b6910c9c5677a8,10706,like,2025-11-18T21:42:18.359000
691cd83e5fee2d4ca1ba6a46,10593,like,2025-11-18T22:50:17.071000
691cd8365fee2d4ca1ba6a35,10319,like,2025-11-19T04:38:16.883000
690bf940da9d3542e0185462,10429,cart,2025-11-19T04:39:17.194000
691cd83a5fee2d4ca1ba6a3d,10575,like,2025-11-19T05:19:17.257000
691cd83f5fee2d4ca1ba6a47,10607,cart,2025-11-19T08:06:17.643000
691cd8375fee2d4ca1ba6a37,10442,cart,2025-11-19T10:00:51.327000
691cd83c5fee2d4ca1ba6a41,10098,view,2025-11-19T13:21:50.025000
691cd83f5fee2d4ca1ba6a47,10263,cart,2025-11-19T13:37:17.642000
691cd8365fee2d4ca1ba6a35,10844,purchase,2025-11-19T16:39:16.883000
691cd83f5fee2d4ca1ba6a48,10811,cart,2025-11-20T00:16:17.447000
691cd8445fee2d4ca1ba6a50,10774,cart,2025-11-20T08:34:17.510000
691cd8395fee2d4ca1ba6a3c,10580,view,2025-11-20T11:54:02.107000
691cd8415fee2d4ca1ba6a4b,10573,view,2025-11-20T12:49:49.758000
690c0770f6b6910c9c55b2aa,10842,view,2025-11-20T15:54:17.578000
691cd83a5fee2d4ca1ba6a3e,10288,view,2025-11-20T21:10:19.057000
691cd8415fee2d4ca1ba6a4b,10225,like,2025-11-20T22:49:49.758000
690c070df6b6910c9c559799,10322,view,2025-11-21T02:14:17.723000
691cd8435fee2d4ca1ba6a4e,10369,purchase,2025-11-21T02:16:50.738000
690c0844f6b6910c9c56030e,10723,cart,2025-11-21T03:14:50.107000
691cd83a5fee2d4ca1ba6a3e,10401,purchase,2025-11-21T03:23:50.409000
690c09fcf6b6910c9c5677a8,10224,like,2025-11-21T07:10:18.359000
690bf40723150d4eec246dd2,10741,like,2025-11-21T09:41:49.185000
690bf40623150d4eec246874,10224,view,2025-11-21T11:02:18.227000
691cd8365fee2d4ca1ba6a35,10452,view,2025-11-21T13:04:16.883000
691cfd13e945424758832bff,10174,cart,2025-11-21T14:28:19.938000
691cd83d5fee2d4ca1ba6a44,10460,like,2025-11-21T19:25:50.566000
691cd83a5fee2d4ca1ba6a3d,10884,view,2025-11-21T19:42:17.257000
691cd83d5fee2d4ca1ba6a43,10606,cart,2025-11-21T21:58:18.423000
691cd8425fee2d4ca1ba6a4c,10511,like,2025-11-21T22:23:49.373000
691cd8365fee2d4ca1ba6a36,10369,cart,2025-11-22T00:17:18.292000
691cd83e5fee2d4ca1ba6a45,10564,view,2025-11-22T00:39:18.936000
690c070df6b6910c9c559799,10071,purchase,2025-11-22T05:41:17.723000
691cd8365fee2d4ca1ba6a36,10823,cart,2025-11-22T10:14:50.115000
691cd83c5fee2d4ca1ba6a42,10261,like,2025-11-22T17:29:59.107000
691cd83e5fee2d4ca1ba6a46,10329,like,2025-11-22T18:03:17.071000
690bf40723150d4eec246dd2,10190,like,2025-11-22T22:02:49.185000
691cd8445fee2d4ca1ba6a50,10882,purchase,2025-11-23T00:51:17.510000
691cd8405fee2d4ca1ba6a49,10395,like,2025-11-23T01:26:30.107000
690c0653f6b6910c9c5550c0,10391,like,2025-11-23T12:18:17.011000
690c07dbf6b6910c9c55de5a,10778,view,2025-11-23T17:17:17.380000
690c09fcf6b6910c9c5677a8,10080,cart,2025-11-23T18:29:18.359000
691cd83a5fee2d4ca1ba6a3e,10880,like,2025-11-23T19:21:50.409000
691cd83d5fee2d4ca1ba6a43,10104,purchase,2025-11-23T22:10:50.471000
690c0a04f6b6910c9c567954,10990,view,2025-11-23T23:37:19.185000
691cd83a5fee2d4ca1ba6a3d,10740,cart,2025-11-24T00:44:17.257000
690c09d3f6b6910c9c566d7d,10411,cart,2025-11-24T02:19:17.964000
690c0907f6b6910c9c563b92,10597,cart,2025-11-24T10:43:19.439000
691cd8425fee2d4ca1ba6a4c,10858,view,2025-11-24T14:40:19.376000
691cd83d5fee2d4ca1ba6a43,10506,purchase,2025-11-24T15:44:50.471000
690bf940da9d3542e01852a9,10783,purchase,2025-11-24T20:34:18.090000
691cd8425fee2d4ca1ba6a4d,10764,like,2025-11-24T21:01:17.133000
690c0653f6b6910c9c5550c0,10835,cart,2025-11-24T23:31:17.011000
691cd83a5fee2d4ca1ba6a3e,10788,cart,2025-11-24T23:49:50.409000
691cd83b5fee2d4ca1ba6a3f,10872,like,2025-11-25T02:13:51.140000
691cd8385fee2d4ca1ba6a3a,10623,view,2025-11-25T05:28:18.028000
690c0638f6b6910c9c5547e6,10805,view,2025-11-25T06:08:19.694000
691cd8435fee2d4ca1ba6a4e,10365,purchase,2025-11-25T10:43:50.738000
691cd8395fee2d4ca1ba6a3b,10457,cart,2025-11-25T11:58:17.898000
691cd8405fee2d4ca1ba6a49,10738,view,2025-11-25T15:02:18.485000
690c079df6b6910c9c55c53f,10176,view,2025-11-25T16:06:17.823000
690bf40723150d4eec246dd2,10570,like,2025-11-25T17:39:49.185000
691cd8435fee2d4ca1ba6a4f,10252,purchase,2025-11-25T20:22:16.946000
691cd8435fee2d4ca1ba6a4f,10818,like,2025-11-25T22:25:16.946000
690bf940da9d3542e0185462,10783,cart,2025-11-25T23:09:17.194000
691cd8365fee2d4ca1ba6a36,10732,like,2025-11-26T02:04:18.292000
690c070df6b6910c9c559799,10879,purchase,2025-11-26T03:17:17.723000
690bf40723150d4eec246dd2,10216,purchase,2025-11-26T03:17:19.501000
690c0770f6b6910c9c55b2aa,10331,cart,2025-11-26T05:23:17.578000
690c079df6b6910c9c55c53f,10278,purchase,2025-11-26T08:00:17.823000
691cd8365fee2d4ca1ba6a36,10673,purchase,2025-11-26T12:00:18.292000
691cd8455fee2d4ca1ba6a52,10809,view,2025-11-26T15:29:19.247000
691cd83a5fee2d4ca1ba6a3d,10474,like,2025-11-26T17:27:17.257000
690c07dbf6b6910c9c55de5a,10313,purchase,2025-11-26T17:44:17.380000
691cd8445fee2d4ca1ba6a51,10777,cart,2025-11-26T18:38:18.165000
691cd8385fee2d4ca1ba6a3a,10992,view,2025-11-26T21:06:18.028000
690bf40623150d4eec246b2d,10092,purchase,2025-11-27T00:57:18.751000
691cd8435fee2d4ca1ba6a4f,10360,like,2025-11-27T04:10:16.946000
691cd8365fee2d4ca1ba6a36,10828,cart,2025-11-27T04:12:18.292000
691cd83b5fee2d4ca1ba6a3f,10748,cart,2025-11-27T05:08:19.755000
690bf940da9d3542e01852a9,10701,view,2025-11-27T07:04:18.090000
690c070df6b6910c9c559799,10028,like,2025-11-27T08:19:17.723000
690bf93fda9d3542e0185275,10816,cart,2025-11-27T08:20:16.745000
691cd83d5fee2d4ca1ba6a43,10783,purchase,2025-11-27T13:40:50.471000
691cd83f5fee2d4ca1ba6a48,10145,view,2025-11-27T17:45:17.447000
691cd83c5fee2d4ca1ba6a42,10713,view,2025-11-27T17:53:19.122000
691cd8435fee2d4ca1ba6a4e,10873,like,2025-11-27T19:36:19.816000
690c079df6b6910c9c55c53f,10593,cart,2025-11-27T19:50:17.823000
691cd8435fee2d4ca1ba6a4e,10490,like,2025-11-27T21:10:50.738000
691cd8455fee2d4ca1ba6a52,10457,like,2025-11-27T22:10:19.247000
691cd8385fee2d4ca1ba6a39,10326,like,2025-11-28T05:20:18.815000
691cd83e5fee2d4ca1ba6a45,10766,like,2025-11-28T08:13:49.436000
